,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
127902,493,1,1315000,Bart Simpson,Krustylu Studios,Is there any better feeling than waiting for a live Krusty show to start?
127903,493,2,1315000,Milhouse Van Houten,Krustylu Studios,Maybe watching your bride coming down the aisle.
127904,493,3,1315000,Bart Simpson,Krustylu Studios,Hmmm.
127906,493,5,1315000,Thought Bubble Homer,Krustylu Studios,Why does she get to eat before the reception?
127907,493,6,1315000,Sideshow Mel,Krustylu Studios,Seltzer bottle connected and pressurized?
127908,493,7,1315000,Krusty the Clown,Krustylu Studios,Check.
127909,493,8,1315000,Sideshow Mel,Krustylu Studios,Roll-up dicky set to six?
127910,493,9,1315000,Krusty the Clown,Krustylu Studios,Nope. Eleven!
127912,493,11,1315000,Krusty the Clown,Krustylu Studios,"My comedy comes from taking risks! Or avoiding them, I can't remember."
127913,493,12,1315000,Female Marketing Executive,Krustylu Studios,"Krusty, we need to talk."
127914,493,13,1315000,Krusty the Clown,Krustylu Studios,Make it fast. I've got a coiled up spring ready to boi-oi-oi-oi-oing. Why can't I be funny with just my words? Bill Maher doesn't put dangerous things near his crotch except when he's off work.
127915,493,14,1315000,Male Marketing Executive,Krustylu Studios,"It's about your vodka, ""Absolut Krusty."""
127916,493,15,1315000,Female Marketing Executive,Krustylu Studios,"We're having trouble persuading people it's hip to drink a vodka made by a clown, in a bottle shaped like a clown, that does this when you open it..."
127917,493,16,1315000,Krusty the Clown,Krustylu Studios,Always gets me.
127918,493,17,1315000,Male Marketing Executive,Krustylu Studios,"Yeah, plus that TV special where you drank another brand of vodka didn't help."
127919,493,18,1315000,Krusty the Clown,Krustylu Studios,I used up my stuff poisoning deer!
127920,493,19,1315000,Male Marketing Executive,Krustylu Studios,"If we're ever gonna sell your vodka, we need to do something completely unorthodox: a viral marketing campaign."
127921,493,20,1315000,Krusty the Clown,Krustylu Studios,Get to the point! Unless you want a face full of clown chunks!
127922,493,21,1315000,Male Marketing Executive,Krustylu Studios,People are more likely to drink your vodka if they think all their coolest friends are drinking it.
127923,493,22,1315000,Female Marketing Executive,Krustylu Studios,So we pay for a big party at the home of a Springfield trendsetter.
127924,493,23,1315000,Male Marketing Executive,Krustylu Studios,"...your Brockman, your Bumblebee Man..."
127925,493,24,1315000,Female Marketing Executive,Krustylu Studios,"He invites his cool friends, we serve free cocktails, made with your vodka, generating buzz."
127926,493,25,1315000,Krusty the Clown,Krustylu Studios,We've got buzz.
127927,493,26,1315000,Female Marketing Executive,Krustylu Studios,Positive buzz.
127928,493,27,1315000,Krusty the Clown,Krustylu Studios,That exists? Wow.
127930,493,28,1315000,Female Marketing Executive,Krustylu Studios,So all you have to do is find one of your loyal fans whose house we can trash and friends you can exploit.
127931,493,29,1315000,Krusty the Clown,Krustylu Studios,I need a drink.
127932,493,30,1315000,Krusty the Clown,Krustylu Studios,Not that! Never that!
127933,493,31,1315000,Krusty the Clown,Krustylu Studios,"Hey, hey kids! Who wants to host a viral marketing event?"
127935,493,33,1315000,Krusty the Clown,Krustylu Studios,All you have to do is write me a letter about how hip and influential your parents are.
127936,493,34,1315000,Bart Simpson,Krustylu Studios,"Milhouse, I'm gonna win that thing."
127937,493,35,1315000,Milhouse Van Houten,Krustylu Studios,"How do you know, Bart? Maybe for once I'll win."
127938,493,36,1315000,Krusty the Clown,Krustylu Studios,Children of troubled marriages not eligible.
127941,493,39,1315000,Homer Simpson,Simpson Home,So... why are you here? Is it about that unauthorized Krusty lookalike I hired for Lisa's first communion? What was his name?
127942,493,40,1315000,Lisa Simpson,Simpson Home,Krappy the Klunk.
127943,493,41,1315000,Lisa Simpson,Simpson Home,See?
127944,493,42,1315000,Female Marketing Executive,Simpson Home,"Homer, we're here to throw the most redonkulous marketing outreach this town's ever seen. All you have to do is invite every cool person you know."
127945,493,43,1315000,Bart Simpson,Simpson Home,"Hey, I wrote the application. Do any of my friends get to come?"
127946,493,44,1315000,Male Marketing Executive,Simpson Home,"One friend. He can listen to music with headphones on, he gets one slice of cheese pizza, and if the party gets slow, he has to pretend to let Krusty save him from drowning."
127947,493,45,1315000,Female Marketing Executive,Simpson Home,Redonkulous!
127948,493,46,1315000,Male Marketing Executive,Simpson Home,Off the dilge!
127950,493,48,1315000,Homer Simpson,Simpson Home,This party is so much better than the crummy ones we plan.
127951,493,49,1315000,Marge Simpson,Simpson Home,I hope Bart's having fun.
127952,493,50,1315000,Sideshow Mel,Simpson Home,And that's why John Gielgud is more of a father to me than my own father!
127953,493,51,1315000,Bart Simpson,Simpson Home,Where's the nachos you promised?
127954,493,52,1315000,Sideshow Mel,Simpson Home,There'll be time enough for nachos!
127955,493,53,1315000,Kirk Van Houten,Simpson Home,Why can't I go to the grownup room?
127956,493,54,1315000,Sideshow Mel,Simpson Home,You said the clown scared you.
127957,493,55,1315000,Kirk Van Houten,Simpson Home,Well he did a little.
127929,493,57,1315000,Lenny Leonard,Simpson Living Room,"Boy, everyone from the nuclear plant is here. Except the bosses, of course."
127959,493,58,1315000,Carl Carlson,Simpson Living Room,"Yeah, even Homer's not dumb enough to invite..."
126602,493,59,1315000,C. Montgomery Burns,Simpson Living Room,So!
127960,493,60,1315000,C. Montgomery Burns,Simpson Living Room,"This is the famous ""party."""
127961,493,61,1315000,C. Montgomery Burns,Simpson Living Room,Feh. Guh. Pffoy.
127962,493,62,1315000,Female Marketing Executive,Simpson Living Room,He's destroying our youthful demographic!
127963,493,63,1315000,Krusty the Clown,Simpson Living Room,"Oh God, I need a drink!"
127964,493,64,1315000,Krusty the Clown,Simpson Living Room,...so the car in front of us forgot to validate his... um...
127965,493,65,1315000,C. Montgomery Burns,Simpson Living Room,I was in an anecdote once!
127966,493,66,1315000,Dr. Julius Hibbert,Simpson Living Room,"Um, I have surgery in the morning."
127967,493,67,1315000,Worker,Simpson Living Room,Yeah and... I'm the one having the surgery.
127968,493,68,1315000,Female Marketing Executive,Simpson Living Room,"Homer, you're the nominal host! Do something!"
127970,493,70,1315000,Homer Simpson,Simpson Living Room,"Mr. Burns, so glad you're here! Finally the party can get started!"
127971,493,71,1315000,C. Montgomery Burns,Simpson Living Room,Your cotillion seems to be in full promenade.
127972,493,72,1315000,Homer Simpson,Simpson Living Room,"Good one... uh... Mr. Burns, everyone is dying to hear you sing karaoke."
127973,493,73,1315000,Homer Simpson,Simpson Living Room,"C'mon, just pick a popular song."
127974,493,74,1315000,C. Montgomery Burns,Simpson Living Room,Do you have anything by Prince... Wilhelm of Prussia?
127975,493,75,1315000,Karaoke Operator,Simpson Living Room,"I have sixteen million songs, but, uh, no."
127976,493,76,1315000,Homer Simpson,Simpson Living Room,"Just play the oldest, stupidest thing in your catalog."
127977,493,77,1315000,Karaoke Operator,Simpson Living Room,Let me check my beeswax cylinders.
127978,493,78,1315000,Karaoke Operator,Simpson Living Room,"Ah, here we are..."
127980,493,80,1315000,C. Montgomery Burns,Simpson Home,COME JOSEPHINE IN MY FLYING MACHINE!
127981,493,81,1315000,Homer Simpson,Simpson Home,GOING UP SHE GOES! UP SHE GOES!
127982,493,82,1315000,C. Montgomery Burns,Simpson Home,BALANCE YOURSELF LIKE A BIRD ON A BEAM
127983,493,83,1315000,Crowd,Simpson Home,IN THE AIR SHE GOES! THERE SHE GOES!
127984,493,84,1315000,C. Montgomery Burns,Simpson Home,May you all fly in an aero-plane someday.
127985,493,85,1315000,Waylon Smithers,Simpson Home,"You certainly seem to be enjoying yourself, sir."
127986,493,86,1315000,C. Montgomery Burns,Simpson Home,Indeed. That Homer Simpson is the beating baboon heart of this party.
127987,493,87,1315000,Homer Simpson,Simpson Home,"...So he says, ""Bigamy is having one too many wives."" To which I replied, ""So's monogamy."""
127988,493,88,1315000,Cletus Spuckler,Simpson Home,/ Yeah!
127989,493,89,1315000,C. Montgomery Burns,Simpson Home,I may have a use for this Simpson character higher up in the organization.
127991,493,90,1315000,Waylon Smithers,Simpson Home,Really? Well... as safety inspector he hasn't exactly set the world on fire. Although he came close several times.
127993,493,92,1315000,C. Montgomery Burns,Springfield Nuclear Power Plant,"Simpson, you're probably wondering why you're here."
127994,493,93,1315000,Homer Simpson,Springfield Nuclear Power Plant,"It's never good. I always wind up being chased by hounds, or falling through a trap door...or being a peg in your game of human croquet..."
127995,493,94,1315000,C. Montgomery Burns,Springfield Nuclear Power Plant,"When I made you a hoop you split your pants! Now here at the plant there's no position more important than our accounts man, who's responsible for glad-handing our customers and suppliers. I'd like you to take over that position."
127996,493,95,1315000,Homer Simpson,Springfield Nuclear Power Plant,"The last thing I understood in that was ""pants."""
127997,493,96,1315000,C. Montgomery Burns,Springfield Nuclear Power Plant,"Just give me your answer! And make it quick! Our current ""account man,"" Robert Marlowe here, is retiring at the end of the month."
