,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
117426,454,1,50000,Groundskeeper Willie,Springfield Elementary School,Ach. That stump is really eatin' into my tractor budget. I'll have to use me explosives.
117427,454,2,60000,Bart Simpson,Springfield Elementary School,Explosives? Great!
117428,454,3,62000,Bart Simpson,Springfield Elementary School,"If we put charges on the load-bearing walls, we can blow up detention hall while leaving the art room unharmed."
117403,454,5,68000,Bart Simpson,Springfield Elementary School,"Hey, I like art, okay?"
117430,454,6,69000,Groundskeeper Willie,Springfield Elementary School,"I'm blowin' up the stump, not the school."
117431,454,7,72000,Bart Simpson,Springfield Elementary School,"Right, right. You never saw that."
117432,454,8,87000,Nelson Muntz,Springfield Elementary School,Sweeet!
117433,454,9,87000,Groundskeeper Willie,Springfield Elementary School,"Well done, boy!"
117434,454,10,88000,Bart Simpson,Springfield Elementary School,"Wait, here comes the ""mykeeyah."""
117435,454,11,88000,Groundskeeper Willie,Springfield Elementary School,"What's a ""mykeeyah?"""
117436,454,12,92000,Seymour Skinner,Springfield Elementary School,My Kia!
117438,454,14,97000,Groundskeeper Willie,Springfield Elementary School,"I'm laughing to fit in, but I still don't get it."
117440,454,16,101000,Ralph Wiggum,Miss Hoover's Classroom,"Miss Hoover, what's our lesson today? Is it school?"
117441,454,17,108000,Miss Hoover,Miss Hoover's Classroom,"Ooh, I don't know... let's see..."
117442,454,18,112000,Miss Hoover,Miss Hoover's Classroom,Family trees.
117443,454,19,114000,Miss Hoover,Miss Hoover's Classroom,Who here knows what a family tree is?
117444,454,20,117000,Lisa Simpson,Miss Hoover's Classroom,"Ooh, family trees -- the charts representing genealogical relationships in a branching structure!"
117445,454,21,123000,Miss Hoover,Miss Hoover's Classroom,"Very good, Lisa. Class, your assignment over the weekend will be to make your own family tree, emphasizing any notable or distinguished ancestors."
117446,454,22,132000,Lisa Simpson,Miss Hoover's Classroom,I can't wait to see what noble branches lie in the Simpson family foliage!
117448,454,24,138000,Lisa Simpson,Simpson Home,"No, this can't be right."
117449,454,25,141000,Lisa Simpson,Simpson Home,They're all horrible!
117450,454,26,144000,Homer Simpson,Simpson Home,"Yeah, the Simpson family is a long line of horse thieves, deadbeats, horse beats, dead thieves, and even a few..."
117451,454,27,151000,Homer Simpson,Simpson Home,Alcoholics.
117452,454,28,153000,Lisa Simpson,Simpson Home,"There must have been some good ancestors -- Grampa, don't you know any?"
117453,454,29,155000,Grampa Simpson,Simpson Home,"Not a one! Maybe the nicest was Abigail Simpson, who you know as the Pittsburgh Poisoner..."
117454,454,30,164000,Homer Simpson,Simpson Home,"Listen, Lisa. You're gonna find more than you bargained for. If I were you, I wouldn't dig into the past. I lived in some of that past, and I got out for a reason."
117455,454,31,173000,Lisa Simpson,Simpson Home,"I won't give up. I have to know that somewhere in the muck and the mire and the Pittsburgh Poisoners, this family had a noble spark. And I will find it, even if I have to go back to Adam and Eve."
117456,454,32,183000,Grampa Simpson,Simpson Home,"Oh, you mean Adam and Eve Simpson! Or as you may know them, Julius and Ethel Rosenberg."
117457,454,34,198000,Lisa Simpson,Simpson Home,"Well, are you gonna help me or what?"
117458,454,35,216000,Lisa Simpson,Simpson Home,Thank you.
117459,454,36,217000,Bart Simpson,Simpson Home,"So, what are you lookin' for?"
117460,454,37,220000,Lisa Simpson,Simpson Home,Family records for a school project on genealogical--
117461,454,38,222000,Bart Simpson,Simpson Home,"Hey, that's great."
117463,454,40,238000,Lisa Simpson,ATTIC,...Dad's idea pad...
