,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
131515,507,2,105000,Chazz Busby,SPRINGFIELD MUNICIPAL THEATER,"Okay people, we are tryin' to depict the sizzling final days of the Nathan Lane of the New Testament -- Jesus Christ."
131516,507,3,112000,Chazz Busby,SPRINGFIELD MUNICIPAL THEATER,"Now remember, this is the Passion Play, not the ""Phone It In Play,"" not the ""I Once Had Three Shows On Broadway Simultaneously But I Blew All My Money On Coke And Now Here I Am Play."" So let's do this thing!"
131517,507,4,122000,Milhouse Van Houten,SPRINGFIELD MUNICIPAL THEATER,"Hi, my name is Milhouse Van Houten and I am auditioning for the role of ""Child Who Points."""
131518,507,5,128000,Chazz Busby,SPRINGFIELD MUNICIPAL THEATER,"Okay, point stage left."
131519,507,6,129000,Milhouse Van Houten,SPRINGFIELD MUNICIPAL THEATER,I prepared right!
131520,507,7,132000,Homer Simpson,SPRINGFIELD MUNICIPAL THEATER,"Well, I better get going -- this is startin' to feel a little churchy."
131521,507,8,136000,Bart Simpson,SPRINGFIELD MUNICIPAL THEATER,Why do we have to audition for this stupid play and Dad gets to leave?
131522,507,9,139000,Homer Simpson,SPRINGFIELD MUNICIPAL THEATER,I already have my part: man who buys ticket but doesn't show up.
131523,507,10,143000,Marge Simpson,SPRINGFIELD MUNICIPAL THEATER,"Also, the passion play isn't stupid, it's the greatest story ever told!"
131524,507,11,148000,Homer Simpson,SPRINGFIELD MUNICIPAL THEATER,"Maybe it was once, but now there's lots of better stories..."
131525,507,12,152000,Bart Simpson,SPRINGFIELD MUNICIPAL THEATER,"""Krusty Versus the F.D.A.""..."
131526,507,13,153000,Homer Simpson,SPRINGFIELD MUNICIPAL THEATER,Game Six of the 2011 World Series...
131527,507,14,156000,Bart Simpson,SPRINGFIELD MUNICIPAL THEATER,Hitler Mash-ups.
131528,507,15,156000,Homer Simpson,SPRINGFIELD MUNICIPAL THEATER,...And Lenny's story about Cancun.
131529,507,16,159000,Bart Simpson,SPRINGFIELD MUNICIPAL THEATER,"Yeah, why aren't we doing Lenny's story? That thing's hilarious."
131530,507,17,163000,Lenny Leonard,SPRINGFIELD MUNICIPAL THEATER,Not so hilarious for me. I nearly lost a toe.
131531,507,18,166000,Carl Carlson,SPRINGFIELD MUNICIPAL THEATER,That's what you get for having a monkey give you a foot massage.
