,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
39492,175,1,11000,Itchy,Simpson Home,Shhhhhh.
39493,175,2,57000,Test Blast Announcer,Simpson Home,"Cinq, quatre, trois...deux, un... MAINTENANT!"
39494,175,3,67000,Bart Simpson,Simpson Home,Turn it down! We don't wanna wake up mom and dad!
39495,175,4,83000,Nearby Patient,Simpson Home,Ssshhhhhh!
39498,175,7,93000,Marge Simpson,Simpson Home,Oh my goodness. Kids! Homer! We're late for church! I'm glad I dressed last night.
39499,175,8,99000,Homer Simpson,Simpson Home,"Oh, I'd love to go with you, honey, but I've got a lot of work to do around the bed."
39500,175,9,103000,Marge Simpson,Simpson Home,"Homer, the Lord only asks for an hour a week."
39501,175,10,107000,Homer Simpson,Simpson Home,"In that case, he should've made the week an hour longer. Lousy God."
39504,175,13,111000,Rev. Timothy Lovejoy,First Church of Springfield,"...and the very same goes for Ezekiel, which brings us back to our starting point, the nine tenets of constancy."
39505,175,14,124000,Homer Simpson,First Church of Springfield,DAMMIT!!
39506,175,15,127000,Rev. Timothy Lovejoy,First Church of Springfield,"I seem to have lost my place, so I'll start over."
39507,175,16,131000,Moe Szyslak,First Church of Springfield,"Aw, for the luvva crumbcake!"
39508,175,17,133000,Rev. Timothy Lovejoy,First Church of Springfield,"Our sermon today is on constancy, inasmuch as the..."
39510,175,19,138000,Rev. Timothy Lovejoy,First Church of Springfield,"Moreover, by dint of the appreciation of these principles we can learn...the importance of constancy, sweet constancy."
39513,175,22,158000,Bart Simpson,Simpson Home,"Thank you, Lord, for delivering us from Reverend Lovejoy!"
39514,175,23,161000,Lisa Simpson,Simpson Home,"/ Yahoo! / Oh, man, am I glad to get outta there! / etc."
39515,175,24,165000,Marge Simpson,Simpson Home,"Hey, calm down. You're wrinkling your church clothes!"
39516,175,25,169000,Homer Simpson,Simpson Home,Who cares? This is the best part of the week!
39517,175,26,171000,Lisa Simpson,Simpson Home,It's the longest possible time before more church.
39518,175,27,174000,Marge Simpson,Simpson Home,Church shouldn't be a chore. It should help you in your daily life.
39520,175,28,177000,Homer Simpson,Simpson Home,"It should, but it doesn't. Now who's going with Daddy to the dump?"
39521,175,29,180000,Lisa Simpson,Simpson Home,Me! Me!
39522,175,30,181000,Marge Simpson,Simpson Home,The dump?
39523,175,31,183000,Homer Simpson,Simpson Home,Yeah. We're gonna get rid of the Christmas tree. It's starting to turn brown.
39524,175,32,186000,Homer Simpson,Simpson Home,Wanna come with?
39525,175,33,187000,Marge Simpson,Simpson Home,"No, no, I don't feel like going to a trash pile today."
39526,175,34,191000,Homer Simpson,Simpson Home,It's your life.
