,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
139970,538,18,203000,Marge Simpson,Simpson Home,"Sorry kids, I guess the hats and mittens will have to wait until next year."
139972,538,20,226000,Homer Simpson,Simpson Home,Snow?! Snow!!!
139975,538,22,232000,Homer Simpson,Simpson Home,"Oh, you know what this means, kids?"
139976,538,23,236000,Homer Simpson,Simpson Home,I don't have to pick up the dog poops!
139978,538,25,242000,Professor Jonathan Frink,Springfield Town Square,"So you see, the ""snow"" is a micro-climate aberration caused by radioactive steam from the nuclear plant and of course tire fire particulate."
139979,538,26,253000,Professor Jonathan Frink,Springfield Town Square,"So, we're the only place in America with snow, if you can call it that. I guess you can."
139980,538,27,260000,Mayor Joe Quimby,Springfield Town Square,Don't you idiots see what this means?!
139981,538,28,263000,Lenny Leonard,Springfield Town Square,Idiots? Why do we reelect this guy?
139982,538,29,265000,Carl Carlson,Springfield Town Square,"'Cause his opponent has a long, Slavic name."
139983,538,30,269000,Slavic Man,Springfield Town Square,Who want bumper sticker?
139984,538,31,271000,Mayor Joe Quimby,Springfield Town Square,"People, Springfield is now the only town in America that has snow this Christmas. So tourists are going to want to come here."
139985,538,32,280000,The Rich Texan,Springfield Town Square,...stay in our hotels...
139986,538,33,282000,Luigi,Springfield Town Square,...slurp our spaghetti...
139987,538,34,283000,Dr. Julius Hibbert,Springfield Town Square,...die in our hospitals!
139988,538,35,283000,Moe Szyslak,Springfield Town Square,I say we welcome our winter tourists with open arms -- then gouge the hell out of 'em! Who? Who will gouge with me?
139989,538,36,294000,Comic Book Guy,Springfield Town Square,I too will gouge.
139990,538,37,295000,Duffman,Springfield Town Square,Duff Beer is proud to make a corporate commitment to gouging!
139992,538,39,307000,Captain Horatio McCallister,Springfield Town Square,Here come the tourists! Man your A.T.M.s!
139993,538,40,326000,Martin Prince,Springfield Town Square,Why would a robot need mittens?
139994,538,41,327000,Comic Book Guy,Springfield Town Square,Why would a little boy need an aspirin?
139995,538,42,330000,Martin Prince,Springfield Town Square,I don't know.
139996,538,43,330000,Comic Book Guy,Springfield Town Square,The one thing Bongo Comics are good for.
139997,538,44,339000,Mayor Joe Quimby,Springfield Town Square,"Are you okay, Chief?"
139998,538,45,340000,Chief Wiggum,Springfield Town Square,"I'll be fine, I'll be fine. Bent down to pick up a piece of candy and rolled down a hill. You always think it's the other guy that'll turn into a giant snowball. Never you. have you seen Lou?"
139999,538,46,353000,Lou,Springfield Town Square,There's snow in my lungs!
140000,538,47,355000,Chief Wiggum,Springfield Town Square,"A lotta attitude in that hand, Lou."
140002,538,49,357000,Marge Simpson,WINTRY SPRINGFIELD STREET,Look at all these out-of-state license plates!
140004,538,50,363000,Marge Simpson,WINTRY SPRINGFIELD STREET,"""First in Freeways""... ""The 'Yuh-Huh' State""... ""Jewel of the Fracking Belt""... ""Still a British Colony at Heart""... ""Land of Many Water Snakes""..."
140005,538,51,373000,Manjula Nahasapeemapetilon,WINTRY SPRINGFIELD STREET,Valet parking five dollars.
140008,538,54,383000,Apu Nahasapeemapetilon,Kwik-E-Mart,"People, I'm completely out of milk! I do have several DVDs of the movie ""Milk."" An inspiring return to form for director Gus Van Sant!"
140009,538,55,392000,Professor Jonathan Frink,Kwik-E-Mart,"Do you have ""Life of Pi?"""
140010,538,56,394000,Apu Nahasapeemapetilon,Kwik-E-Mart,"No, but I have home movies of me on a canoe with a big dog."
140011,538,57,399000,Apu Nahasapeemapetilon,Kwik-E-Mart,People who've never seen a movie say it is a good movie.
140014,538,60,415000,Marge Simpson,Evergreen Terrace,"We can't afford Christmas. And when you can't afford Christmas, you've failed as a family. That's what all the big stores say."
140015,538,61,425000,Midwestern Dad,Evergreen Terrace,"Excuse me, ma'am? I'm so sorry to bother you, but my kids are exhausted and the town is sold out. Is there any chance you'd have a spare room for us?"
140016,538,62,434000,Marge Simpson,Evergreen Terrace,"Well, there's a rec room off the kitchen, but sometimes it's there and sometimes it isn't. Our house is very odd that way."
140017,538,63,442000,Midwestern Dad,Evergreen Terrace,"Please, please ma'am? We'd pay you three hundred dollars a night."
140018,538,64,445000,Marge Simpson,Evergreen Terrace,"Well, you seem like a nice pushy stranger."
140019,538,65,448000,Midwestern Dad,Evergreen Terrace,"Ma'am, because we talk this way, people always think that we're um... what is that word, honey?"
140020,538,66,453000,Midwestern Woman,Evergreen Terrace,Passive aggressive.
140021,538,67,454000,Midwestern Dad,Evergreen Terrace,"Right, right. But we're not. Please, please take our money and everybody wins."
140023,538,69,468000,Homer Simpson,Simpson Home,"Oh good. Marge remarried after I died. Wait a minute, I'm not dead. What's goin' on?"
140024,538,70,474000,Marge Simpson,Simpson Home,These are our new boarders!
140025,538,71,476000,Homer Simpson,Simpson Home,Uh-uh! No way! I'm not sharing my bed with anybody except you! And maybe that guy. Lincoln-style. But that's it.
140026,538,72,483000,Marge Simpson,Simpson Home,"This is a great thing! We're helping people celebrate Christmas, and we'll be able to afford Christmas!"
140027,538,73,490000,Homer Simpson,Simpson Home,"Oh, I don't know. It won't seem like Christmas without opening up a giant credit card bill in January."
139881,538,74,496000,Marge Simpson,Simpson Home,Take a look at this.
140028,538,75,497000,Homer Simpson,Simpson Home,"What the-- ""The Simpson Bed and Breakfast?"" I always wanted to stay in a place like this!"
140029,538,76,505000,Homer Simpson,Simpson Home,But Christmas is a special time. And I like to spend it in the warm embrace of watching football.
140030,538,77,511000,Marge Simpson,Simpson Home,"Homer Simpson! Ask yourself -- ""W.W.B.J.D.?"""
140032,538,79,516000,Marge Simpson,Simpson Home,What would baby Jesus do?
140033,538,80,553000,Homer Simpson,Simpson Home,"Well, this crazy scheme is the kind of impulsive behavior I want to encourage in you. I'm in. A hundred percent!"
140034,538,81,565000,Homer Simpson,Simpson Home,I'm on a break.
140036,538,83,565000,Bart Simpson,Simpson Home,Welcome to our daycare center... all girls please move to cootie quarantine.
140037,538,84,606000,Mom,Simpson Home,We've got a two-month-old. Are you sure you can handle her?
140038,538,85,610000,Bart Simpson,Simpson Home,Just don't lose this claim ticket.
140040,538,87,612000,Boarder,First Church of Springfield,That church doesn't look very inspiring.
140041,538,88,614000,Female Boarder,First Church of Springfield,What a bland marquee.
140042,538,89,616000,Out-of-towners,First Church of Springfield,It doesn't look very inviting. /
140043,538,90,616000,Rev. Timothy Lovejoy,First Church of Springfield,This whole crowd's gonna be at my sermon today.
140044,538,91,622000,Helen Lovejoy,First Church of Springfield,"Darling, did St. Paul worry about the crowds?"
140045,538,92,625000,Rev. Timothy Lovejoy,First Church of Springfield,"Oh, he wrote letters! Any fool can write letters!"
140046,538,93,634000,Rev. Timothy Lovejoy,First Church of Springfield,"Lord, I'm just a small-town minister. We don't have Mormon money. But if you could see your way to guiding my fingers as I type this sermon..."
140047,538,94,648000,Rev. Timothy Lovejoy,First Church of Springfield,"Oh, yeah... oh, this is black church good!"
140048,538,95,659000,Rev. Timothy Lovejoy,First Church of Springfield,My friends--
140049,538,96,664000,Rev. Timothy Lovejoy,First Church of Springfield,"Friends, every year I tell you this holiday is about the birth of our Lord, not singing Santas and full stockings."
140051,538,98,675000,Lenny Leonard,First Church of Springfield,You're losing us!
140052,538,99,676000,Rev. Timothy Lovejoy,First Church of Springfield,Christmas is not about what happened in a manger some two thousand years ago. It is about what you do for others now.
140053,538,100,684000,Church Reporter,First Church of Springfield,Get me the church bulletin! Lovejoy's on fire!
140054,538,101,690000,Rev. Timothy Lovejoy,First Church of Springfield,Christmas is the Holy Spirit!
140057,538,103,694000,Rev. Timothy Lovejoy,First Church of Springfield,I didn't know there were doves in there. Give with your hearts! Give with your acts! And you will know the true meaning of Christmas!
140058,538,104,710000,Lenny Leonard,First Church of Springfield,"Wow, what a showman!"
140059,538,105,715000,Ned Flanders,First Church of Springfield,I haven't felt this inspired since the blueberries at breakfast!
140060,538,106,718000,Todd Flanders,First Church of Springfield,"Daddy, permission for a religious fit."
140061,538,107,721000,Ned Flanders,First Church of Springfield,A brief one.
140063,538,109,723000,Ned Flanders,First Church of Springfield,"I said a fit, not a fervor!"
140065,538,111,725000,Lisa Simpson,First Church of Springfield,That sermon really inspired me. This whole Christmas has been about money...
140066,538,112,732000,Female Tourist,First Church of Springfield,Oh! Are you with the Salvation Army?
140067,538,113,733000,Bart Simpson,First Church of Springfield,What makes you think that?
140068,538,114,736000,Bart Simpson,First Church of Springfield,Bless you.
140069,538,115,736000,Lisa Simpson,First Church of Springfield,But I'm going to give gifts that aren't expensive and come from the heart.
140070,538,116,741000,Milhouse Van Houten,First Church of Springfield,I don't know. Christmas didn't get to be the number one holiday by being about love.
140071,538,117,747000,Lisa Simpson,First Church of Springfield,"Um, when a woman talks, she just wants to be heard."
140073,538,119,755000,Marge Simpson,Simpson Home,Where is the end?
140075,538,121,760000,Midwestern Dad,Simpson Home,"Hey, Marge, we're running out of chestnuts over here!"
140076,538,122,762000,Marge Simpson,Simpson Home,"Well, they don't grow on trees."
140077,538,123,764000,Midwestern Dad,Simpson Home,"Uh, yeah, they do!"
140079,538,125,766000,Honeymooning Bride,Simpson Home,What about our romantic carriage ride through the snow?
140080,538,126,769000,Marge Simpson,Simpson Home,Setting it up!
140082,538,128,775000,Bart Simpson,House,"I don't think you're giving them what they were promised, Dad."
140083,538,129,779000,Homer Simpson,House,The secret is don't read the comment cards.
140084,538,130,787000,Bart Simpson,House,Where do the people sit?
140085,538,131,788000,Homer Simpson,House,I thought they were just gonna watch me.
140086,538,132,790000,Boarder,House,Excuse me. This eggnog is terrible.
140087,538,133,792000,Marge Simpson,House,All eggnog is terrible!
140088,538,134,794000,Female Boarder,House,Those stockings are not hung by the chimney with care.
140089,538,135,799000,Marge Simpson,House,Why did I do this for money? Why did I do this for money?
140090,538,136,802000,Female Boarder,House,And the Christmas special on your television is one of the worst.
140091,538,137,806000,Announcer,House,"We now return to ""King Winter Feasts On His Children."""
140092,538,138,810000,King Winter,House,"By the time Princess Summer comes to save you, you'll all be blood in my beard. Your own father's beard!"
140094,538,140,827000,Child's Mother,TOWNE CENTRE AT SPRINGFIELDE GLENNE,How long to see Santa?
140095,538,141,828000,Little Man,TOWNE CENTRE AT SPRINGFIELDE GLENNE,How would I know? I'm an accountant.
140096,538,142,830000,Child's Father,TOWNE CENTRE AT SPRINGFIELDE GLENNE,"I imagine for small business, huh?"
140097,538,143,832000,Little Man,TOWNE CENTRE AT SPRINGFIELDE GLENNE,"God, I hate Christmas."
140098,538,144,835000,Lisa Simpson,TOWNE CENTRE AT SPRINGFIELDE GLENNE,"Mr. Flanders, where's your store?"
140099,538,145,838000,Ned Flanders,TOWNE CENTRE AT SPRINGFIELDE GLENNE,"Well... I'm down to a kiosk, thanks to that place."
140100,538,146,843000,Ned Flanders,TOWNE CENTRE AT SPRINGFIELDE GLENNE,"Actually, half a kiosk. Sharing it with Nasreen here."
140101,538,147,847000,Nasreen,TOWNE CENTRE AT SPRINGFIELDE GLENNE,No cream is finer than mall kiosk cream. J Lo use it!
140102,538,148,852000,Lisa Simpson,TOWNE CENTRE AT SPRINGFIELDE GLENNE,No thanks.
140103,538,149,853000,Nasreen,TOWNE CENTRE AT SPRINGFIELDE GLENNE,It is no wonder you are not married. Flip me back.
140105,538,151,860000,Lisa Simpson,Springfield Mall,"If I have to give presents, I'll give presents with a purpose. One for Maggie... check."
140106,538,152,866000,Lisa Simpson,Springfield Mall,All that's left is Bart.
