,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
6900,55,1,87000,Lisa Simpson,Movie Theatre,"Look dad, there's a spot."
6902,55,3,90000,Marge Simpson,Movie Theatre,"Oh, there's a spot, dear."
6903,55,4,94000,Homer Simpson,Movie Theatre,"Oooh, there's a good one."
6904,55,5,96000,Marge Simpson,Movie Theatre,"That spot says ""compact only""."
6905,55,6,96000,Homer Simpson,Movie Theatre,"Marge, that's just a suggested car size."
6906,55,7,105000,Homer Simpson,Movie Theatre,Easy... easy... How'm I doing on the right?
6907,55,8,110000,Lisa Simpson,Movie Theatre,"Uh, we're getting a lot of sparks over here, dad."
6908,55,9,112000,Homer Simpson,Movie Theatre,"Uh huh... easy... easy... perfect. All right, everybody out the window."
6910,55,11,120000,Homer Simpson,Springfield Googolplex Theatres,"Ooh, they all look great."
6911,55,12,122000,Marge Simpson,Springfield Googolplex Theatres,"So, what are we going to see?"
6912,55,13,124000,Bart Simpson,Springfield Googolplex Theatres,"""Ernest Cuts The Cheese""!"
6913,55,14,125000,Lisa Simpson,Springfield Googolplex Theatres,"""Honey, I Hit A School Bus""!"
6914,55,15,126000,Homer Simpson,Springfield Googolplex Theatres,"""Look Who's Oinking""! ""Look Who's Oinking""!"
6915,55,16,128000,Marge Simpson,Springfield Googolplex Theatres,"Well, since we'll never agree, why don't you kids pick a movie, your dad and I will pick a movie, then we'll all meet in the lobby later. Hmm?"
6763,55,17,135000,Lisa Simpson,Springfield Googolplex Theatres,"Thanks, Mom."
6881,55,19,137000,Homer Simpson,Springfield Googolplex Theatres,Two tickets for...
6882,55,20,138000,Ticket Man,Springfield Googolplex Theatres,"Let me guess. ""Look Who's Oinking""?"
6916,55,21,139000,Homer Simpson,Springfield Googolplex Theatres,That's right.
6917,55,22,140000,Ticket Man,Springfield Googolplex Theatres,Sold out.
6919,55,24,142000,Marge Simpson,Springfield Googolplex Theatres,Maybe we could see something a little more adult.
6920,55,25,144000,Homer Simpson,Springfield Googolplex Theatres,"Why Marge, you frisky little devil."
6921,55,26,148000,Homer Simpson,Springfield Googolplex Theatres,"We'll take two tickets to ""The Stockholm Affair."""
6922,55,27,152000,Marge Simpson,Springfield Googolplex Theatres,"Ooh! The paper called it a ""taut political thriller""."
6923,55,28,155000,Homer Simpson,Springfield Googolplex Theatres,"""Political""!"
6925,55,30,157000,General,MOVIE THEATRE #1,"Mr. President, disturbing news. Serious cracks are developing in the Greco-Bolivian Alliance."
6926,55,31,162000,President,MOVIE THEATRE #1,Get me Jed Kolick!
6927,55,32,181000,Homer Simpson,MOVIE THEATRE #1,"Ah, this movie's too complicated... Hey, the floor's sticky..."
6928,55,33,186000,Homer Simpson,MOVIE THEATRE #1,"Who's that guy?... What did that guy say when I said, ""Who's that guy?"""
6929,55,34,188000,Homer Simpson,MOVIE THEATRE #1,"Oh, that submarine's so fake... Look, you can see the strings... Ooh! An octopus!"
6930,55,35,200000,Homer Simpson,MOVIE THEATRE #1,What?
6932,55,37,208000,Bart Simpson,MOVIE THEATRE #6,"If you don't watch the violence, you'll never get desensitized to it."
6933,55,38,211000,Lisa Simpson,MOVIE THEATRE #6,Just tell me when the scary part's over.
6934,55,39,213000,Bart Simpson,MOVIE THEATRE #6,It's over.
6936,55,41,218000,Homer Simpson,MOVIE THEATRE #1,I think that guy's a spy.
6937,55,42,220000,Marge Simpson,MOVIE THEATRE #1,Well of course he's a spy. You just saw him go through spy school!
6938,55,43,225000,Homer Simpson,MOVIE THEATRE #1,"Oh wait, I heard how this ends. It turns out the secret code was the same nursery rhyme he told his daughter."
6939,55,44,232000,Homer Simpson,MOVIE THEATRE #1,"Hey, it's pretty obvious if you think about it."
6940,55,45,235000,Marge Simpson,MOVIE THEATRE #1,"Oh, shut up, Homer! No one wants to hear what you think!"
6942,55,47,245000,Marge Simpson,Car,"Homer, if it makes you feel any better, most of what they threw at you splattered on me. Homer?..."
6943,55,48,252000,Bart Simpson,Car,"Forget it, mom. Dad's really mad. The tendons are throbbing at the base of his neck..."
6944,55,49,256000,Bart Simpson,Car,And stress is collecting in the trouble spots here... here... and here... Making for one unhappy pappy.
6947,55,52,264000,Marge Simpson,Simpson Home,"Homie, aren't you coming inside?"
6948,55,53,266000,Homer Simpson,Simpson Home,"Marge, I have always carried myself with a certain quiet dignity. Tonight you robbed me of it. I'm going now and I don't know when you'll see me again."
6949,55,54,283000,Lisa Simpson,Simpson Home,I guess that executive stress ball we got him for Christmas isn't working.
6951,55,56,291000,Homer Simpson,Simpson Car,Mmm...
6952,55,57,309000,Homer Simpson,Simpson Car,"Ew, a skunk!"
6953,55,58,329000,Homer Simpson,Simpson Car,Oh no.
6955,55,60,332000,Homer Simpson,COUNTRY BAR,"Ooh, a redneck bar."
6957,55,62,339000,Cowboy #1,The Beer -N- Brawl,"Hey, you, let's fight!"
6958,55,63,341000,Cowboy #2,The Beer -N- Brawl,Them's fightin' words!
6959,55,64,344000,Homer Simpson,The Beer -N- Brawl,Duff please.
6960,55,65,345000,Bartender,The Beer -N- Brawl,We don't sell Duff. We sell Fudd.
6961,55,66,349000,Homer Simpson,The Beer -N- Brawl,"Okay, Fudd me."
6962,55,67,351000,Bar Owner,The Beer -N- Brawl,"All right, all right, uh, ladies and gentlemen, he's all healed up and he's back for more. Let's give a big drunken welcome to Yodelin' Zeke!"
6963,55,68,360000,Yodelin' Zeke,The Beer -N- Brawl,Yodel-lay-hee... Yodel-lay-hee... Yodel-lay-hee -- Arrgh!
6964,55,69,373000,Bar Owner,The Beer -N- Brawl,"Our next act is our very own singin' waitress, Lurleen!"
6965,55,70,379000,Bar Owner,The Beer -N- Brawl,"... So, I'm afraid drink service will stop for just a few moments while she --"
6966,55,71,385000,Bar Owner,The Beer -N- Brawl,They're all yours.
6967,55,72,386000,Homer Simpson,The Beer -N- Brawl,Stupid Marge tell me to shut up.
6968,55,73,388000,Lurleen Lumpkin,The Beer -N- Brawl,Thank you. Tonight I'd like to try something a little different. It's a song I wrote while I was moppin' up your dried blood and teeth.
6969,55,74,399000,Lurleen Lumpkin,The Beer -N- Brawl,YOU WORK ALL DAY FOR SOME OLD MAN/ SWEAT AND BREAK YOUR BACK/
6970,55,75,404000,Homer Simpson,The Beer -N- Brawl,Yeah...
6971,55,76,405000,Lurleen Lumpkin,The Beer -N- Brawl,THEN YOU GO HOME TO YOUR CASTLE/ BUT YOUR QUEEN WON'T CUT YOU SLACK/
6972,55,77,411000,Homer Simpson,The Beer -N- Brawl,... that's true.
6973,55,78,412000,Lurleen Lumpkin,The Beer -N- Brawl,THAT'S WHY YOU'RE LOSIN' ALL YOUR HAIR/... THAT'S WHY YOU'RE OVERWEIGHT/...
6974,55,79,417000,Homer Simpson,The Beer -N- Brawl,Uh-huh.
6975,55,80,419000,Lurleen Lumpkin,The Beer -N- Brawl,THAT'S WHY YOU FLIPPED YOUR PICK-UP TRUCK RIGHT OFF THE INTERSTATE/...
6976,55,81,424000,Homer Simpson,The Beer -N- Brawl,"That's right, except for the pick-up truck."
6979,55,82,426000,Lurleen Lumpkin,The Beer -N- Brawl,"THERE'S A LOT OF BULL THEY HAND YOU/ THERE'S NOTHIN' YOU CAN DO/ YOUR WIFE DON'T UNDERSTAND YOU/ BUT I DO/ NO, YOUR WIFE DON'T UNDERSTAND YOU/ BUT I DO/ I SAID NO ONE UNDERSTANDS YOU/ BUT I DO/"
6980,55,83,459000,Homer Simpson,The Beer -N- Brawl,"Hey... Hey, Lurleen! I've gotta say somethin' to ya."
6981,55,84,462000,Lurleen Lumpkin,The Beer -N- Brawl,I'm listenin'.
6982,55,85,463000,Homer Simpson,The Beer -N- Brawl,Your song touched me in a way I've never felt before. And which way to the can?
6984,55,87,474000,Lurleen Lumpkin,The Beer -N- Brawl,"So what's your name, stranger?"
6985,55,88,476000,Homer Simpson,The Beer -N- Brawl,Homer J. Simpson.
6986,55,89,477000,Lurleen Lumpkin,The Beer -N- Brawl,My name's Lurleen Lumpkin.
6987,55,90,479000,Homer Simpson,The Beer -N- Brawl,That's a pretty name.
6988,55,91,480000,Lurleen Lumpkin,The Beer -N- Brawl,"Oh, you think so?"
6989,55,92,481000,Homer Simpson,The Beer -N- Brawl,Maybe. I'm not sure. I forgot it.
6990,55,93,486000,Homer Simpson,The Beer -N- Brawl,Bye Lurleen.
6991,55,94,487000,Lurleen Lumpkin,The Beer -N- Brawl,"So long, Homer J. Simpson."
6993,55,96,495000,Homer Simpson,Simpson Home,Y'ello.
6994,55,97,496000,Marge Simpson,Simpson Home,Where were you all night?
6995,55,98,498000,Homer Simpson,Simpson Home,I was just up at this bar in Spittle County.
6996,55,99,500000,Marge Simpson,Simpson Home,You should have called. I was very worried.
6997,55,100,501000,Homer Simpson,Simpson Home,"Marge, let's end this feudin' and a fussin' and get down to some lovin'."
7000,55,103,506000,Homer Simpson,Springfield Nuclear Power Plant,I WORK ALL DAY FOR SOME OLD MAN/ I SWEAT AND BREAK MY BACK/
7003,55,106,519000,Nurse,HOSPITAL OPERATING ROOM,"Doctor, you weren't supposed to remove his gall bladder."
7004,55,107,521000,Male Nurse,HOSPITAL OPERATING ROOM,Put it back! Put it back!
7006,55,109,522000,Homer Simpson,Barney's Bowlarama,YOUR WIFE DON'T UNDERSTAND YOU/ BUT I DO...
7007,55,110,527000,Lenny Leonard,Barney's Bowlarama,Gheee... Homer's singing to his ball again.
7008,55,111,530000,Carl Carlson,Barney's Bowlarama,"Yeah, and he's bowling a two-eighty."
7009,55,112,531000,Lenny Leonard,Barney's Bowlarama,Oh yeah. THERE'S A KIND OF HUSH/ ALL OVER THE WORLD TONIGHT...
7011,55,114,542000,Homer Simpson,Moe's Tavern,"Hey Moe, you got any Fudd?"
7012,55,115,544000,Moe Szyslak,Moe's Tavern,Fudd? I thought they took that off the market after all those hillbillies went blind.
6977,55,116,549000,Homer Simpson,Moe's Tavern,"Oh, no. I went to this bar the other night, and they..."
6978,55,117,551000,Moe Szyslak,Moe's Tavern,Wha...wha... Wait a minute. You went to another bar?
7013,55,118,554000,Homer Simpson,Moe's Tavern,"Moe, I was a hundred miles outta town."
7014,55,119,557000,Moe Szyslak,Moe's Tavern,"Oh, Homer."
7017,55,122,567000,Lurleen Lumpkin,TRAILER PARK,"Well, if it isn't Homer J. Simpson."
7018,55,123,571000,Homer Simpson,TRAILER PARK,"Lurleen, I can't get your song outta my mind. I haven't felt this way since ""Funky Town."""
7019,55,124,573000,Lurleen Lumpkin,TRAILER PARK,"Oh, aren't you sweet."
7020,55,125,577000,Homer Simpson,TRAILER PARK,Do you think I could get a copy of it?
7021,55,126,579000,Lurleen Lumpkin,TRAILER PARK,"Sorry, darlin', all my songs are up here. ""I'm Bastin' a Turkey With My Tears"", ""Don't Look Up My Dress Unless You Mean It"", ""I'm Sick of Your Lyin' Lips and False Teeth""..."
7022,55,127,581000,Homer Simpson,TRAILER PARK,"Lurleen, we've gotta crack open your head and scoop out those songs!"
7023,55,128,593000,Lurleen Lumpkin,TRAILER PARK,"Well, I don't know."
7024,55,129,594000,Homer Simpson,TRAILER PARK,Come with me!
7025,55,130,597000,Lurleen Lumpkin,TRAILER PARK,Oh!
7027,55,132,597000,Lurleen Lumpkin,Record Store,"I SAID NO ONE UNDERSTANDS YOU, BUT I DOOO."
7028,55,133,608000,Music Store Owner,Record Store,"Listen ma'am, my brother owns a radio station over in Weevilville, and with your permission, I'd like to take your CD to him."
7029,55,134,616000,Lurleen Lumpkin,Record Store,"Homer, it's your quarter, what do you say?"
7030,55,135,622000,Homer Simpson,Record Store,I guess so.
7032,55,137,623000,D.J.,KUDD RADIO STATION,This is K-U-D-D five seventy A.M.
7033,55,138,626000,D.J.,KUDD RADIO STATION,"Hey, don't touch that dial -- you've got KUDD on it."
7034,55,139,634000,Moe Szyslak,KUDD RADIO STATION,"For the next half hour, beer's on the house."
7035,55,140,637000,Barney Gumble,KUDD RADIO STATION,"What'd you say, Moe?"
7036,55,141,637000,Moe Szyslak,KUDD RADIO STATION,Nothin'.
7037,55,142,639000,Krusty the Clown,KUDD RADIO STATION,I thought I told you to stay away from my sister!
7038,55,143,646000,Krusty the Clown,KUDD RADIO STATION,"Oh, here's fifty bucks. Take her to the Copa."
7039,55,144,653000,Snake Jailbird,KUDD RADIO STATION,It's payback time!
7040,55,145,662000,Snake Jailbird,KUDD RADIO STATION,"Aww... puts this whole riot into perspective, doesn't it?"
7042,55,147,673000,Lisa Simpson,Simpson Home,She's wonderful. I could feel her sweet country soul in every digitally-encoded bit.
7043,55,148,679000,Bart Simpson,Simpson Home,Country music sucks. All it does is take precious air space away from shock DJ's whose cruelty and profanity amuse us all.
7044,55,149,686000,Homer Simpson,Simpson Home,"Shut up, boy. Marge, what do you think?"
7045,55,150,689000,Marge Simpson,Simpson Home,"Well, it's nice. But who is this woman?"
7046,55,151,692000,Homer Simpson,Simpson Home,"Well, right now she's an out-of-work cocktail waitress. But she's going to be a country music superstar like... uh... that jerk in the cowboy hat... and that dead lady."
