,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
117723,455,10,90000,Edna Krabappel-Flanders,Springfield Elementary School,"Well, that concludes... I don't really know what that was. Now please take out your homework."
117724,455,11,96000,Bart Simpson,Springfield Elementary School,Homework? What homework?
117726,455,12,98000,Milhouse Van Houten,Springfield Elementary School,We had to build a Hopi Indian pueblo.
117727,455,13,100000,Martin Prince,Springfield Elementary School,Mine features indigenous Hopi songs.
117728,455,14,103000,Hopi Singers,Springfield Elementary School,NA HI HIE HO HEY...!
117729,455,15,107000,Martin Prince,Springfield Elementary School,What's this? A promoter has arrived to entice the tribe to perform in a wild west show!
117730,455,16,115000,Martin Prince,Springfield Elementary School,"Unfortunately, the chief doesn't read the contract very carefully."
117731,455,17,121000,Martin Prince,Springfield Elementary School,"The good news is, over a hundred years later, a brilliant little boy receives an ""A"" for his amazing presentation."
117733,455,19,132000,Edna Krabappel-Flanders,Springfield Elementary School,"Bravo, Martin! Bravo!"
117734,455,20,134000,Edna Krabappel-Flanders,Springfield Elementary School,Well let's see what the rest of you dullards have to offer.
117735,455,21,140000,Bart Simpson,Springfield Elementary School,Uh-oh.
117737,455,23,146000,Bart Simpson,Springfield Elementary School,"Dammit! Okay, don't panic. I can build one of those things from the crap in my desk."
117738,455,24,152000,Edna Krabappel-Flanders,Springfield Elementary School,"Bart Simpson, you've had three months to do this project, you started thirty seconds ago."
117739,455,25,156000,Bart Simpson,Springfield Elementary School,Thank you. Thank you.
117740,455,26,158000,Edna Krabappel-Flanders,Springfield Elementary School,"I'm not complimenting you! You've destroyed every ideal I've had about teaching since I saw ""To Sir, With Love"" as a little girl."
117741,455,27,165000,Nelson Muntz,Springfield Elementary School,"Haw haw, you're old!"
117742,455,28,167000,Edna Krabappel-Flanders,Springfield Elementary School,I saw it on video in the '80s!
117743,455,29,169000,Nelson Muntz,Springfield Elementary School,"Outdated medium -- I stand by my ""haw haw."""
117744,455,30,172000,Edna Krabappel-Flanders,Springfield Elementary School,"Bart, I'm sending your parents a letter."
