,episode_id,number,timestamp_in_ms,raw_character_text,raw_location_text,spoken_words
147585,568,2,32000,Chief Wiggum,Springfield Police Station,Love you guys!
147586,568,3,59000,Chief Wiggum,Springfield Police Station,"Jet pack! Of course I'm Clancy Wiggins, you idiot."
147587,568,4,69000,Chief Wiggum,Springfield Police Station,Chief... Clancy... Jetpack.
147589,568,6,76000,Chief Wiggum,Springfield Police Station,"Okay, okay, I think I got it."
147590,568,7,104000,Chief Wiggum,Springfield Police Station,Now I got it. I got it.
147592,568,9,120000,Lou,Springfield Police Station,"Oof. Why don't you take that thing off, chief? It's starting to smell."
147593,568,10,139000,Chief Wiggum,Springfield Police Station,"What, so you can steal it and be Sky Police? Ohhh no. No way."
147594,568,11,147000,Chief Wiggum,Springfield Police Station,Um. Oh. Well... there's only one floating future cop who can find that missing jet pack -- the Sky Police!
147596,568,13,171000,Chief Wiggum,ABOVE SPRINGFIELD,THIS IS THE END OF SKY POLICE...
147597,568,14,179000,Chief Wiggum,ABOVE SPRINGFIELD,You were the wind beneath my ass.
147601,568,18,214000,Lisa Simpson,Simpson Car,What percentage of prayers really come true?
147602,568,19,216000,Marge Simpson,Simpson Car,"Well, not all of them. Like, um, ninety percent?"
147603,568,20,221000,Bart Simpson,Simpson Car,"God doesn't hear my prayers. If he did, I'd be at home on the couch playing video games in a diaper."
147604,568,21,227000,Homer Simpson,Simpson Car,"Oh, God gets your prayers, but he just clicks delete without reading them, like email updates from LinkedIn."
147607,568,24,235000,Marge Simpson,First Church of Springfield,I hope no one was hurt.
147609,568,26,247000,Gil Gunderson,First Church of Springfield,"Don't worry, Reverend, according to your policy, your church is covered for everything but acts of God."
147611,568,27,254000,Rev. Timothy Lovejoy,First Church of Springfield,But we believe everything that happens everywhere is an act of God.
147612,568,28,259000,Gil Gunderson,First Church of Springfield,"My jiminy, you're right! We're off the hook!"
147613,568,29,267000,Gil Gunderson,First Church of Springfield,Go Southern Illinois!
147614,568,30,269000,Bart Simpson,First Church of Springfield,Saluki Strut!
147617,568,33,292000,Sideshow Mel,RUINED CHURCH,It's a mixed-use nightmare!
147619,568,35,321000,Marge Simpson,Kwik-E-Mart,But you don't go to our church.
147620,568,36,323000,Apu Nahasapeemapetilon,Kwik-E-Mart,"Granted, I do not share your faith. But the yahoos in this town need a church to deliver weekly reminders not to steal -- from me, not to take a life -- my life."
147621,568,37,335000,Captain Horatio McCallister,Kwik-E-Mart,"Without organized religion I've lost me moral compass. Also I've, uh, I've been addicted to Oxy for a while now... yar."
147622,568,38,346000,Apu Nahasapeemapetilon,Kwik-E-Mart,Now this is what I have got in mind...
147623,568,39,348000,Apu Nahasapeemapetilon,Kwik-E-Mart,I will whisper even though we are alone.
147626,568,42,350000,Rev. Timothy Lovejoy,FLANDERS,Marge has brought this heathen to aid us in our time of need.
147627,568,43,356000,Apu Nahasapeemapetilon,FLANDERS,"Please do not call me a heathen. It offends Hanuman, the monkey-headed lord of winds, who believed the sun to be a ripe mango... Okay, I get it. I get why you say it."
147628,568,44,365000,Marge Simpson,FLANDERS,Apu thinks we can get the money -- at the casino playing blackjack.
